"forras","operativ_program","program","varos","nyertes","leiras","datum","osszeg","Jogallas","Megye","Kisterseg","Lako_nepesseg","roma_onkormanyzat","tipus","ev"
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","""Pécsi Orgonaépítő Manufaktúra"" Korlátolt Felelősségű Társaság","Gyakornoki program a Pécsi Orgonaépítő Manufaktúránál 2016",2016-12-19,2.63981,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"GINOP-2.3.2-15","GINOP","Stratégiai K+F műhelyek kiválósága","Pécs","PÉCSI TUDOMÁNYEGYETEM","Analitikai és diagnosztikai kutatási kiválósági központ az egészség és a sportteljesítmény szolgálatában",2016-12-19,1412.733061,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"GINOP-2.3.2-15","GINOP","Stratégiai K+F műhelyek kiválósága","Pécs","PÉCSI TUDOMÁNYEGYETEM","PEPSYS - A peptiderg szignalizáció komplexitása és szerepe szisztémás betegségekben",2016-12-19,1300,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"GINOP-2.3.2-15","GINOP","Stratégiai K+F műhelyek kiválósága","Pécs","PÉCSI TUDOMÁNYEGYETEM","Új szintetikus kismolekulák tervezése szöveti reprogramozásra",2016-12-19,1275.445773,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"GINOP-2.3.2-15","GINOP","Stratégiai K+F műhelyek kiválósága","Pécs","PÉCSI TUDOMÁNYEGYETEM","Életet veSzélyezTető Akut megbetegedések súlYossági és hALálozási mutatóInak jaVítása transzlációs orvostudományi mEgközelítésben - STAY ALIVE",2016-12-19,1494.053285,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"KEHOP-5.2.11-16","KEHOP","Fotovoltaikus rendszerek kialakítása központi költségvetési szervek részére","Pécs","PÉCSI TUDOMÁNYEGYETEM","Fotovoltaikus rendszerek telepítése a Pécsi Tudományegyetemen",2016-12-19,130.03879,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"EFOP-3.6.1-16","EFOP","Intelligens szakosodást szolgáló intézményi fejlesztések ","Pécs","PÉCSI TUDOMÁNYEGYETEM","Átfogó fejlesztések a Pécsi Tudományegyetemen az intelligens szakosodás megvalósítása érdekében",2016-12-20,3379.257068,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Pécs","Pécsi Székesegyház Nagycsaládos Egyesület","Jövőnk a CSALÁD",2016-12-22,39.5816,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Pécs","Mérföldkő Egyesület","Addiktológiai eredetű családi problémák kezelését és megelőzését célzó programok Baranya megyében",2016-12-22,33.277132,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Pécs","Zsolnay Örökségkezelő Nonprofit Korlátolt Felelősségű Társaság","Kultúrával a Családokért",2016-12-22,40,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Pécs","Pillér Egyesület","Családi védőháló Pécsett",2016-12-23,39.987848,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Pécs","INNO RÉGIÓ Alapítvány","Családi kaláka",2016-12-30,39.99868,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Pécs","Energiatudatos Otthon Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Az Energiatudatos Otthon Kft. termelési kapacitást bővítő beruházása",2017-01-03,49.610137,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"KEHOP-5.2.3-16","KEHOP","Egyházak épületenergetikai fejlesztései megújuló energiaforrás hasznosításának lehetőségével","Pécs","Ciszterci Rend Zirc-Pilis-Pásztó-Szentgotthárd Egyesített Apátsága Zirc","A Zirci Ciszterci Apátság Pécsi Nagy Lajos Gimnáziumának energetikai korszerűsítése",2017-01-04,150,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"KEHOP-5.2.3-16","KEHOP","Egyházak épületenergetikai fejlesztései megújuló energiaforrás hasznosításának lehetőségével","Pécs","Pécsi Zsidó Hitközség","A Dr. Szántó László Szeretetotthon energetikai  korszerűsítése",2017-01-04,10,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","GORDIUS-NOSSTER Szoftverfejlesztő Betéti Társaság","Gyakornoki Program megvalósítása a Gordius-Nosster Bt-nél",2017-01-05,3.22829,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","MEVID Mecsekvidéki Vendéglátó Zártkörűen Működő Részvénytársaság","Pályakezdők foglalkoztatásának támogatása a MEVID Zrt.-nél",2017-01-05,5.556565,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","DUCZON Oktatási, Számviteli és Mezőgazdasági Betéti Társaság","A gyakornoki program megvalósítása a Duczon Bt. szervezésében",2017-01-05,9.022052,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","Profinyomtatás.hu Korlátolt felelősségű társaság","A Profinyomtatás.hu Kft. pécsi gyakornoki programja (2017)",2017-01-05,6.195655,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","2-G BUILDER Korlátolt Felelősségű Társaság","Gyakornoki program megvalósítása a 2-G BUILDER Kft-nél",2017-01-05,24.958893,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","Mozgáskorlátozottak Baranya Megyei Egyesülete","40 év a Baranya megyei mozgáskorlátozottak életében",2017-02-07,25,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs (Vasas)","Vasasi Szent Borbála Egyesület","Önként, Önökért!",2017-02-07,24.7,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","Sopianae Kulturális Egyesület","„Közösségek Pécsért” ",2017-02-07,25,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","FERLING Tanácsadó és Szolgáltató Korlátolt Felelősségű Társaság","Gyakornoki Program megvalósítása a Ferling Kft-nél",2017-02-08,7.9153,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","InfoComplex Informatikai és Telekommunikációs Szolgáltató és Fejlesztő Betéti Társaság","Gyakornoki program az Infocomplex Bt.-nél",2017-02-08,3.74875,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","INNO RÉGIÓ Alapítvány","Közös többszörös",2017-02-08,24.99997,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs (Vasas)","Vasasért Egyesület","KoBeKo Közösségi Kulturkohó ",2017-02-08,24.942792,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","Zöld - Híd Regionális Energiahatékonysági és Környezetvédelmi Alapítvány","Sokszínű közösségi élet Baranyában",2017-02-08,24.914226,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","Dél-dunántúli Lovasturizmus Egyesület","Sárga csikó - Civil önkéntesség és többgenerációs lovas közösségfejlesztés Baranyában",2017-02-08,24.998853,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","MAGYAR ÁG - A Magyarság Kultúrájának Felelevenitéséért Alapitvány ","Magyarságunk társadalmunk összetartó szövete",2017-02-08,24.967356,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","Cigány Szociális és Művelődési Módszertani Bázis","FUND Iskola szerepvállalása a közösségek fejlesztésében",2017-02-08,24.982493,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","Bányászok Érdekvédelmi Kulturális Egyesület","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével Pécs keleti városrészében",2017-02-08,24.999034,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","Szent Mór Cserkész Alapítvány","Kisközösségek aktivitásának elősegítése Pécsett és vonzáskörzetében az önkéntesség jegyében",2017-02-08,24.997451,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pécs","Értelmi Fogyatékossággal Élők és Segítőik Országos Érdekvédelmi Szövetség Baranya Megyei Egyesülete","Épek és Fogyatékkal élők közös társadalmi integrációja",2017-02-08,24.999627,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","TECIL Szolgáltató Korlátolt Felelősségű Társaság","Számviteli gyakornok képzés",2017-02-09,2.578203,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs (Vasas)","Belcat Tanácsadó és Szolgáltató Betéti társaság","Gyakornoki program megvalósítása a Belcat Bt.-nél",2017-02-09,7.604588,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","PANNON MMX Vagyonkezelő Korlátolt Felelősségű Társaság","A Pannon MMX Kft. gyakornoki projektje (2017)",2017-02-09,8.441,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","SHS Könyvelő és Adótanácsadó Korlátolt Felelősségű Társaság","Gyakornokok foglalkoztatása az SHS  KFt-nél",2017-02-09,4.576883,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","Márkus-Késmárki Krisztina egyéni vállalkozó","Gyakornoki program megvalósítása Márkus-Késmárki Krisztina egyéni vállalkozásában",2017-02-09,2.51824,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","Z-AUDIT Kereskedelmi és Szolgáltató Betéti Társaság","1 fő gyakornok fogalkoztatása",2017-02-09,3.304786,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","SZINNAY Korlátolt Felelősségű Társaság","Fényképész gyarkornokok foglalkoztatása a ""Gyakornoki program pályakezdők támogatására"" pályázat keretein belül",2017-02-09,8.816919,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","NS Autóház Kereskedelmi Korlátolt Felelősségű Társaság","Gyakornoki program megvalósítása az NS Autóház Kft.-nél",2017-02-09,3.8646,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","HR-Montage Szolgáltató Korlátolt Felelősségű Társaság","Gyakornoki program a HR-Montage Kft-nél",2017-02-09,13.605725,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","""SZÉP HAJ"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","A ""SZÉP HAJ"" Kft. gyakornoki programja",2017-02-10,3.1439,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","BolkoDesign Szolgáltató Korlátolt Felelősségű Társaság","Gyakornokok foglalkoztatása a BolkoDesign Kft-nél",2017-02-10,9.318888,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","JUHASBRO Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Gyakornokok foglalkoztatása a Juhasbro Kft-nél",2017-02-10,9.138648,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","WEBS Ipari Korlátolt Felelősségü Társaság","Pályakezdő támogatása a WEBS Kft.-nél",2017-02-10,2.897885,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","OPTI-DENTAL Kereskedelmi és Szolgáltató Betéti Társaság","Egy fő gyakornok alkalmazása az OPT-DENTAL Bt-nél",2017-02-10,3.070928,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","SZUPPER DENTAL Fogtechnikai Betéti Társaság","Fogtechnikus gyakornok felvétele a Szupper Dental Bt-nél",2017-02-10,4.192329,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","LEME Szolgáltató Korlátolt Felelősségű Társaság","Gyakornok foglalkoztatása a LEME Kft. pécsi fióktelepén",2017-02-10,3.3856,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","Casada Hungary Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Gyakornoki program a Casada Hungary Kft-nél",2017-02-13,9.908175,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","EU-SOLAR Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Az EU-Solar Kft, gyakornoki programja",2017-02-13,29.208164,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","P-Kontó Számviteli Szolgáltató Korlátolt Felelősségű Társaság","A gyakornoki program keretében pénzügyi - számviteli ügyintéző foglalkoztatása  a P-Kontó Kft.-nél",2017-02-13,2.637025,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","DR. SZÁM Ügyviteli Szolgáltató Korlátolt Felelősségű Társaság","Gyakornokok foglalkoztatása a DR. SZÁM Kft.-nél",2017-02-13,5.632844,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","SUZI-CAR Korlátolt Felelősségű Társaság","Autószerelő gyakornok foglalkoztatása a SUZI-CAR Kft.-nél",2017-02-13,2.460481,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","BUNT 24 Szolgáltató Korlátolt Felelősségű Társaság","Gyakornok foglalkoztatása a Bunt24 Kft-nél",2017-02-13,2.352819,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","Gyurics Consulting Tanácsadó Korlátolt Felelősségű Társaság","A Gyurics Consulting Kft. gyakornoki programja",2017-02-15,11.254655,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","Varga Média Korlátolt Felelősségű Társaság","Gyakornoki program pályakezdők támogatására a Varga Média Kft.-nél.",2017-02-15,12.892406,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","ROVITEX HUNGÁRIA Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","A Rovitex Hungária Kft gyakornoki programja",2017-02-15,24.034462,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","SZINEZET Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","Két festő - mázoló - tapétázó gyakornok foglalkoztatása a SZINEZET Kft.-nél",2017-02-15,4.1438,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","MAGYAR-SZŐNYEG Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Gyakornokok foglalkoztatása a MAGYAR-SZŐNYEG Kft-nél",2017-02-16,7.155843,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","Flexoco Termelő Korlátolt Felelősségű Társaság","Gyakornoki program pályakezdők támogatására a Flexoco Kft.-nél ",2017-02-16,16.27,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","RENAX-CAMION Haszonjármű Értékesítő és Szerviz Korlátolt Felelősségű Társaság","Gyakornoki program a Renax-Camion Kft.-nél",2017-02-16,10.763451,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécs","""PITTORE""Festő Betéti Társaság","Gyakornoki program a Pittore Bt-nél",2017-02-16,2.934096,"megyeszékhely, megyei jogú város","Baranya","Pécsi","145347","van","nem_hatranyos_helyzetu",2017
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Pécsely","FERROCOM Vasipari Korlátolt Felelősségü Társaság","A Ferrocom Kft. kapacitásbővítő fejlesztése.",2016-01-19,7.864634,"község","Veszprém","Balatonfüredi","549","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Pécsudvard","PÉCSUDVARDI ÖNKORMÁNYZAT","PÉCSUDVARDI ÖNKORMÁNYZAT ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,5.990633,"község","Baranya","Pécsi","768","nincs","nem_hatranyos_helyzetu",2016
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Pécsvárad"," TERRA UNGHERIA Holland-Belga-Magyar Export-Import és Design Tervezői Korlátolt Felelősségű Társaság","A kerámiatermékek gyártásával foglalkozó TERRA UNGHERIA Kft. pécsváradi üzemegysége termelési kapacitásának bővítése új égetőkemence üzembe helyezésével.  ",2015-07-23,10.331319,"város","Baranya","Pécsváradi","3994","van","HH",2015
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Pécsvárad","Kresz & Fiedler Műanyagfeldolgozó és Szerszámkészítő Kft.","Új gyártási technológia a Kresz & Fiedler Kft.-nél",2015-12-21,50.540316,"város","Baranya","Pécsváradi","3994","van","HH",2015
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Pécsvárad","PANNONPHARMA Gyógyszergyártó Korlátolt Felelősségű Társaság","Szuperkritikus extrakciós gyártástechnológia bevezetése a PannonPharma Kft. pécsváradi üzemében",2016-01-14,440,"város","Baranya","Pécsváradi","3994","van","HH",2016
"GINOP-1.3.1-15","GINOP","Mikro-, kis- és középvállalkozások piaci megjelenésének támogatása","Pécsvárad","Tipton Eyeworks Kereskedelmi Betéti Társaság","A Tipton Eyeworks piaci megjelenésének támogatása",2016-03-23,7.995858,"város","Baranya","Pécsváradi","3994","van","HH",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Pécsvárad","PÉCSVÁRAD VÁROS ÖNKORMÁNYZATA","PÉCSVÁRAD VÁROS ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-18,6.950515,"város","Baranya","Pécsváradi","3994","van","HH",2016
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécsvárad","Schiszler Antal egyéni vállalkozó","Gyakornoki program Schiszler Antal egyéni vállalkozónál",2017-02-09,2.63471,"város","Baranya","Pécsváradi","3994","van","HH",2017
"GINOP-2.1.3-15","GINOP","Iparjog","Pécsvárad","PANNONPHARMA GYÓGYSZERGYÁRTÓ ZÁRTKÖRŰEN MŰKÖDŐ RÉSZVÉNYTÁRSASÁG","Primycin hatóanyagú szemészeti készítmények találmányra hazai és külföldi oltalomszerzés és fenntartás",2017-02-15,3.429246,"város","Baranya","Pécsváradi","3994","van","HH",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pécsvárad","""SAN-AT"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Gyakornokok foglalkoztatása a San-at Kft.-nél",2017-02-16,4.91067,"város","Baranya","Pécsváradi","3994","van","HH",2017
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Pér","PÉR KÖZSÉG ÖNKORMÁNYZATA","PÉR KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,7,"község","Győr-Moson-Sopron","Győri","2345","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Péteri","PÉTERI KÖZSÉG ÖNKORMÁNYZATA","PÉTERI KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,7,"község","Pest","Monori","2268","nincs","nem_hatranyos_helyzetu",2016
"KEHOP-5.2.9-16","KEHOP","Pályázatos épületenergetikai felhívás a közép-magyarországi régió települési önkormányzatai számára","Péteri","PÉTERI KÖZSÉG ÖNKORMÁNYZATA","Épületenergetikai felújítások Péteri Község intézményein a KEHOP-5.2.9-16 pályázati konstrukció keretében",2017-02-21,183.348575,"község","Pest","Monori","2268","nincs","nem_hatranyos_helyzetu",2017
"KEHOP-2.2.2-15","KEHOP","Felhívás a fejlesztési kötelezettséggel rendelkező települések számára szennyvízelvezetéssel és -kezeléssel kapcsolatos fejlesztések megvalósítására","Pétervására","NFP Nemzeti Fejlesztési Programiroda Nonprofit Korlátolt Felelősségű Társaság","Pétervásárai szennyvíztisztító telep fejlesztése",2015-12-09,577.286201,"város","Heves","Pétervásárai","2065","van","LHH",2015
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Pétervására","Hét Kútforrás Szociális Alapítvány","Szent Márton Tanoda II.",2016-09-27,29.999556,"város","Heves","Pétervásárai","2065","van","LHH",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Pétervására","PÉTERVÁSÁRA VÁROSI ÖNKORMÁNYZAT","PÉTERVÁSÁRA VÁROSI ÖNKORMÁNYZAT ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6.981698,"város","Heves","Pétervásárai","2065","van","LHH",2016
